Inst #;School Name;2015 Decile;"2015 
Step";Decile Change;Step Change;"July 2014 Funding roll
Years 9+";"July 2014 Funding roll
Total ";School Type;Authority;Territorial Local Authority;Regional Council;Ministry of Education Local Office;General Electorate;M?ori Electorate;Telephone;Fax;Email;Principal;School website;Physical address;Suburb;City;Postal Address 1;Postal Address 2;Postal Address 3;Postal Code;Urban Area;School Type;Definition;Authority;Gender of Students;Education Region;Census Area Unit;Ward;Latitude;Longitude ;Total School Roll (Sep15);European/ Pakeha;Maori;Pasifika;Asian;MELAA;Other;International Students
1588;St Francis Xavier Catholic School (Whangarei);6;N;0;0;0;479;Contributing;State: Integrated;Whangarei District;Northland Region;Whangarei;Whangarei;Te Tai Tokerau;09 4371039;09 4377509;office@sfx.school.nz;Craig McKernan;http://www.sfx.school.nz;1 Percy Street;Whau Valley;Whangarei;1 Percy Street;Kensington;Whangarei;112;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Tai Tokerau;Kensington;Denby Ward;-35.702.866;17.431.496;529;312;131;13;54;16;3;0
3822;St Francis Xavier School (Mornington);9;Q;1;1;0;109;Contributing;State: Integrated;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4534446;03 4534443;office@stfrancisxavier.school.nz;Craig Ward;http://www.stfrancisxavier.school.nz;27 Benhar Street;Mornington;Dunedin;27 Benhar Street;Maryhill;Dunedin;9011;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Mornington;Central Ward;-45.888.904;170.476.151;101;85;5;2;4;3;2;0
3007;St Francis Xavier School (Tawa);9;Q;0;0;0;194;Contributing;State: Integrated;Wellington City;Wellington Region;Wellington;Ohariu;Te Tai Hauauru;04 2328927;04 2328924;office@sfxtawa.school.nz;Bernadette Murfitt;http://www.sfxtawa.school.nz;Main Road;Tawa;Wellington;Main Road;Tawa;Wellington;5028;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Wellington;Tawa South;Northern Ward;-41.179.001;174.824.816;189;83;22;31;47;6;0;0
3823;St Gerard's School (Alexandra);9;Q;0;0;0;127;Full Primary;State: Integrated;Central Otago District;Otago Region;Dunedin;Waitaki;Te Tai Tonga;03 4488339;03 4486410;office@stgerards.school.nz;Trina Eastwood;http://www.stgerards.school.nz;2 Station Street;0;Alexandra;PO Box 196;0;Alexandra;9340;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Alexandra;Alexandra Ward;-45.249.273;169.396.538;133;110;11;5;4;3;0;0
1489;St Heliers School;10;Z;2;2;0;739;Full Primary;State;Auckland- Orakei;Auckland Region;Auckland South;Tamaki;Tamaki Makaurau;09 5758311;0;secretary@stheliers.school.nz;Craig McCarthny;http://www.stheliers.school.nz;126 St Heliers Bay Road;St Heliers;Auckland;PO Box 25110;Saint Heliers;Auckland;1740;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;St Heliers;Orakei Ward;-36.857.581;174.860.517;773;571;29;14;101;31;15;12
380;St Hildas Collegiate;10;Z;0;0;391;443;Secondary (Year 7-15);State: Integrated;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4770989;03 4771222;admin@shcs.school.nz;Jacqueline Barron;http://www.shcs.school.nz/;2 Cobden Street;0;Dunedin;2 Cobden Street;Dunedin Central;Dunedin;9016;Main Urban Area;Secondary (Year 7-15);School with Boarding Facilities;State: Integrated;Girls School;Otago/Southland;Stuart St-Frederick St;Central Ward;-45.867.322;170.503.674;471;387;37;3;16;1;3;24
1490;St Ignatius Catholic School (St Heliers);10;Z;0;0;0;238;Contributing;State: Integrated;Auckland- Orakei;Auckland Region;Auckland South;Tamaki;Tamaki Makaurau;09 5757081;09 5757044;office@stignatius.school.nz;Carol Sullivan;http://www.stignatius.school.nz;72 Speight Road;St Heliers;Auckland;72 Speight Road;Saint Heliers;Auckland;1071;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Auckland;Kohimarama East;Orakei Ward;-3.685.269;174.850.047;259;226;6;8;11;7;1;0
3523;St James School (Aranui);1;C;0;1;0;117;Contributing;State: Integrated;Christchurch City;Canterbury Region;Christchurch;Christchurch East;Te Tai Tonga;03 9820009;03 9820010;principal@stjames.school.nz;Josephine Barlow;http://www.stjames.school.nz;Rowan Avenue;Aranui;Christchurch;25 Rowan Avenue;Aranui;Christchurch;8061;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Canterbury;Aranui;Burwood-Pegasus Ward;-4.351.173;17.270.486;122;22;24;73;2;0;1;0
2449;St James School (P North);8;P;-2;-2;0;213;Contributing;State: Integrated;Palmerston North City;Manawatu-Wanganui Region;Whanganui;Palmerston North;Te Tai Hauauru;06 3579719;0;s.baddington@stjamescatholic.school.nz;Teresa Edwards;http://www.stjamescatholic.school.nz;304 Albert Street;Hokowhitu;Palmerston North;304 Albert Street;Hokowhitu;Palmerston North;4410;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Hokowhitu West;Hokowhitu Ward;-40.360.796;175.631.896;209;143;25;5;22;12;2;0
2233;St John Bosco School (New Plymouth);8;P;0;0;0;232;Contributing;State: Integrated;New Plymouth District;Taranaki Region;Whanganui;New Plymouth;Te Tai Hauauru;06 7583165;06 7589169;office@sjb.school.nz;Dee Luckin;http://www.sjb.school.nz;21 Clinton Street;0;New Plymouth;21 Clinton Street;Fitzroy;New Plymouth;4312;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Fitzroy;New Plymouth City Ward;-39.051.143;174.102.278;235;150;31;10;32;11;1;0
1491;St John the Evangelist Catholic School;1;A;0;-1;0;250;Full Primary;State: Integrated;Auckland- Otara-Papatoetoe;Auckland Region;Auckland South;Manukau East;Tamaki Makaurau;09 2747558;09 2744505;agnesm@stjohnsotara.school.nz;Wiki Whittaker;http://www.otaracatholic.org.nz;14B Otara Road;Otara;Auckland;PO Box 61146;Otara;Manukau;2159;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Otara West;Manukau Ward;-36.961.253;174.869.759;258;0;17;241;0;0;0;0
226;St John's College (Hastings);4;K;-1;-2;370;370;Secondary (Year 9-15);State: Integrated;Hastings District;Hawkes Bay Region;Napier;Tukituki;Ikaroa-Rawhiti;06 8786853;06 8781253;admin@stjohns.school.nz;Paul Melloy;http://www.stjohns.school.nz/;Jervois Street;0;Hastings;PO Box 14008;Mayfair;Hastings;4159;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Integrated;Boys School;Hawkes Bay/Gisborne;Mayfair;Hastings Ward;-39.639.766;176.857.153;359;223;78;30;21;6;1;0
136;St John's College (Hillcrest);7;O;0;0;747;747;Secondary (Year 9-15);State: Integrated;Hamilton City;Waikato Region;Hamilton;Hamilton East;Hauraki-Waikato;07 8567091;07 8563880;secretary@stjohns-hamilton.school.nz;Shane Tong;http://www.stjohns-hamilton.school.nz;85 Hillcrest Road;Hillcrest;Hamilton;PO Box 11086;Hillcrest;Hamilton;3251;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Integrated;Boys School;Waikato;University;East Ward;-37.791.339;175.317.501;779;483;129;55;58;23;8;23
4131;St John's Girls' School (Invercargill);9;Q;1;1;0;126;Full Primary;State: Integrated;Invercargill City;Southland Region;Invercargill;Invercargill;Te Tai Tonga;03 2187759;0;0;Brenda Mackay;http://www.stjohnsgirls.school.nz/;349 Dee Street;0;Invercargill;349 Dee Street;Avenal;Invercargill;9810;Main Urban Area;Full Primary;School with Boarding Facilities;State: Integrated;Girls School;Otago/Southland;Gladstone-Avenal;Area Outside Ward;-46.398.542;168.347.753;125;106;13;1;4;1;0;0
2450;St John's Hill School;9;Q;-1;-1;0;368;Contributing;State;Wanganui District;Manawatu-Wanganui Region;Whanganui;Whanganui;Te Tai Hauauru;06 3491750;06 3491749;enquiries@stjohnshill.school.nz;Michael Fitzgerald;http://www.stjohnshill.school.nz;Parkes Avenue;0;Whanganui;Parkes Avenue;Saint Johns Hill;Whanganui;4501;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;St Johns Hill;Area Outside Ward;-39.917.143;175.030.662;391;318;33;10;22;6;2;0
1492;St John's School (Mairangi Bay);10;Z;0;0;0;307;Contributing;State: Integrated;Auckland- Hibiscus and Bays;Auckland Region;Auckland North;North Shore;Te Tai Tokerau;09 4787734;09 4782597;michelen@stjohnsmairangibay.school.nz;Bernard Fitzgibbon;http://www.stjohnsmairangibay.school.nz;87 A Penzance Road;Mairangi Bay;Auckland;87A Penzance Road;Mairangi Bay;North Shore City;630;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Auckland;Mairangi Bay;Albany Ward;-36.738.602;174.743.684;317;202;15;7;52;41;0;0
3824;St John's School (Ranfurly);8;P;1;1;0;59;Full Primary;State: Integrated;Central Otago District;Otago Region;Dunedin;Waitaki;Te Tai Tonga;03 4449514;03 4449514;principal@sjr.school.nz;Susan Mulholland;0;6 Stuart Road;0;Ranfurly;6 Stuart Road;0;Ranfurly;9332;Rural Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Ranfurly;Maniototo Ward;-45.134.172;170.096.601;58;43;3;3;8;1;0;0
3827;St Joseph's Cathedral School;8;P;0;0;0;137;Contributing;State: Integrated;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4773416;03 4771280;office@stjoescath.school.nz;Michelle Bednarek-Burrow;http://www.stjoescath.school.nz;43 Elm Row;City Rise;Dunedin;43 Elm Row;City Rise;Dunedin;9016;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;High St-Stuart St;Central Ward;-45.875.888;170.497.257;137;75;15;17;21;6;3;0
1949;St Joseph's Catholic Sch (Morrinsville);7;O;-1;-1;0;195;Full Primary;State: Integrated;Matamata-Piako District;Waikato Region;Hamilton;Waikato;Hauraki-Waikato;07 8895306;07 8895306;admin@stjoes.school.nz;Clark McPhillips;http://www.stjoes.school.nz/;11 Linden Street;0;Morrinsville;11 Linden Street;0;Morrinsville;3300;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Morrinsville East;Morrinsville Ward;-3.765.486;175.532.269;227;174;21;6;23;0;3;0
1098;St Joseph's Catholic School (Dargaville);4;K;1;3;0;55;Full Primary;State: Integrated;Kaipara District;Northland Region;Whangarei;Northland;Te Tai Tokerau;09 4398639;09 4394808;office@saintjosephs.school.nz;Richard Truter;http://saintjosephs.school.nz/;Charlotte Street;0;Dargaville;PO Box 403;0;Dargaville;340;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Tai Tokerau;Dargaville;Dargaville Ward;-35.935.344;173.862.788;75;32;24;11;7;0;1;0
1946;St Joseph's Catholic School (Fairfield);7;O;-1;-1;0;333;Full Primary;State: Integrated;Hamilton City;Waikato Region;Hamilton;Hamilton East;Hauraki-Waikato;07 8555434;0;admin@stjosephs.school.nz;James Murray;http://www.stjosephs.school.nz;88 Clarkin Road;Fairfield;Hamilton;PO Box 957;Waikato Mail Centre;Hamilton;3240;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Chartwell;East Ward;-37.766.687;175.274.386;345;248;52;9;16;17;2;1
1947;St Joseph's Catholic School (Matamata);5;M;2;5;0;32;Full Primary;State: Integrated;Matamata-Piako District;Waikato Region;Hamilton;Waikato;Hauraki-Waikato;07 8888415;07 8888425;office@stjosephsmta.school.nz;Yvonne Marshall;http://www.stjosephsmta.school.nz/;Hohaia Street;0;Matamata;PO Box 305;0;Matamata;3440;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Matamata South;Matamata Ward;-37.813.278;175.777.829;24;16;6;0;2;0;0;0
1948;St Joseph's Catholic School (Matata);2;F;0;2;0;25;Full Primary;State: Integrated;Whakatane District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 3222095;07 3222095;sjsm@saintjosmatata.school.nz;Bridget Rika;0;18 Wilson Street;0;Matata;18 Wilson Street RD 4;0;Whakatane;3194;Rural Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Matata;Rangitaiki Ward;-37.891.227;176.757.791;37;3;34;0;0;0;0;0
1950;St Joseph's Catholic School (Opotiki);3;I;1;3;0;204;Full Primary;State: Integrated;Opotiki District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 3156066;07 3156068;admin@stjosopo.school.nz;Raewyn Clark;http://stjosephsopotiki.weebly.com;Grey Street;0;Opotiki;Grey Street;0;Opotiki;3122;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Opotiki;Opotiki Ward;-38.002.364;177.285.676;185;57;110;3;13;2;0;0
1951;St Joseph's Catholic School (Paeroa);3;H;-1;-2;0;55;Full Primary;State: Integrated;Hauraki District;Waikato Region;Hamilton;Coromandel;Hauraki-Waikato;07 8628994;07 8626587;office@stjpaeroa.school.nz;Catherine Swney;http://www.paeroa-stjosephs.school.nz;200 Normanby Road;0;Paeroa;200 Normanby Road;0;Paeroa;3600;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Paeroa;Paeroa Ward;-37.386.368;175.679.643;51;35;6;3;6;1;0;0
1498;St Joseph's Catholic School (Takapuna);9;Q;0;0;0;374;Contributing;State: Integrated;Auckland- Devonport-Takapuna;Auckland Region;Auckland North;North Shore;Te Tai Tokerau;09 4894994;09 4880759;office@sj.school.nz;Philomena O'Connell-Cooper;http://www.sj.school.nz;2 Taharoto Road;Takapuna;Auckland;2 Taharoto Road;Takapuna;North Shore City;622;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Auckland;Westlake;North Shore Ward;-367.911;174.762.323;394;206;10;15;142;20;1;0
1952;St Joseph's Catholic School (Te Aroha);4;K;-1;-2;0;89;Full Primary;State: Integrated;Matamata-Piako District;Waikato Region;Hamilton;Coromandel;Hauraki-Waikato;07 8849480;07 8849450;office@stjosephs-tearoha.school.nz;Kristine Osburn;http://www.stjosephs-tearoha.school.nz;41 Koromiko Street;0;Te Aroha;41 Koromiko Street;0;Te Aroha;3320;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Te Aroha;Te Aroha Ward;-37.540.324;175.710.818;100;61;13;14;9;2;1;0
1953;St Joseph's Catholic School (Te Kuiti);4;K;0;0;0;91;Full Primary;State: Integrated;Waitomo District;Waikato Region;Hamilton;Taranaki-King Country;Te Tai Hauauru;07 8788190;07 8788190;office@stjosephtk.school.nz;Suzanne Downey;0;Queen Street;0;Te Kuiti;PO Box 124;0;Te Kuiti;3941;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Te Kuiti;Te Kuiti Ward;-38.340.262;175.164.606;95;58;23;8;5;0;1;0
1954;St Joseph's Catholic School (Waihi);3;I;0;2;0;70;Full Primary;State: Integrated;Hauraki District;Waikato Region;Hamilton;Coromandel;Hauraki-Waikato;07 8638653;07 8638639;office@wsj.school.nz;Shaun O'Leary;http://www.stjoswaihi.school.nz;91 Mueller Street;0;Waihi;91 Mueller Street;0;Waihi;3610;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Waikato;Waihi;Waihi Ward;-37.392.955;175.845.002;61;45;11;0;5;0;0;0
1955;St Joseph's Catholic School (Whakatane);6;N;0;0;0;239;Full Primary;State: Integrated;Whakatane District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 3088920;07 3088922;office@stjosephswhakatane.school.nz;Jodie-Ann Brady;http://www.stjosephswhakatane.school.nz/;101 King Street;0;Whakatane;PO Box 2097;Kopeopeo;Whakatane;3159;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Allandale-Mokorua;Whakatane-Ohope Ward;-37.964.493;176.982.539;243;147;74;3;15;2;2;0
222;St Joseph's Maori Girls' College;2;F;-1;-3;188;218;Secondary (Year 7-15);State: Integrated;Napier City;Hawkes Bay Region;Napier;Napier;Ikaroa-Rawhiti;06 8448461;06 8442548;stjomaori@sjmgc.school.nz;Georgina Kingi;http://www.sjmgc.school.nz/;25 Osier Road;Taradale;Napier;Private Bag 6031;Hawkes Bay Mail Centre;Napier;4142;Main Urban Area;Secondary (Year 7-15);Secondary Maori Boarding School;State: Integrated;Girls School;Hawkes Bay/Gisborne;Taradale North;Taradale Ward;-39.526.564;17.685.548;209;2;207;0;0;0;0;0
3527;St Joseph's School (Ashburton);8;P;0;0;0;226;Full Primary;State: Integrated;Ashburton District;Canterbury Region;Christchurch;Rangitata;Te Tai Tonga;03 3085299;03 3080077;office@st-josephs.school.nz;Janet Cummings;http://www.st-josephs.school.nz;87 Havelock Street;0;Ashburton;87 Havelock Street;0;Ashburton;7700;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Ashburton Central West;Ashburton Ward;-43.901.132;171.746.227;231;162;10;14;45;0;0;0
3826;St Joseph's School (Balclutha);5;M;-2;-2;0;56;Full Primary;State: Integrated;Clutha District;Otago Region;Dunedin;Clutha-Southland;Te Tai Tonga;03 4182548;03 4182549;office@stjosbalclutha.school.nz;Annette O'Mahony;0;18 Stewart Street;0;Balclutha;18 Stewart Street;0;Balclutha;9230;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Balclutha;Balclutha Ward;-46.240.837;169.737.186;60;40;8;2;8;2;0;0
2676;St Joseph's School (Dannevirke);5;M;0;0;0;93;Full Primary;State: Integrated;Tararua District;Manawatu-Wanganui Region;Wellington;Wairarapa;Ikaroa-Rawhiti;06 3747910;06 3747930;admin@stjosephsdvke.school.nz;Chris Gunn;http://www.stjosephsdvke.school.nz;McPhee Street;0;Dannevirke;McPhee Street;0;Dannevirke;4930;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Wellington;Dannevirke East;North Tararua Ward;-40.209.894;176.102.267;94;52;38;0;4;0;0;0
3529;St Joseph's School (Fairlie);9;Q;2;2;0;45;Full Primary;State: Integrated;Mackenzie District;Canterbury Region;Christchurch;Waitaki;Te Tai Tonga;03 6858659;03 6858649;office@stjofairlie.school.nz;Angela Marshall;http://www.stjofairlie.school.nz;3 Gall Street;0;Fairlie;3 Gall Street;0;Fairlie;7925;Rural Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Fairlie;Opuha Ward;-4.410.421;170.827.614;47;46;0;1;0;0;0;0
2451;St Joseph's School (Feilding);5;M;-1;-1;0;114;Full Primary;State: Integrated;Manawatu District;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3234766;06 3237184;office@stjosephsfeilding.school.nz;Lorraine Howard;http://www.stjosephsfeilding.school.nz;60 Derby Street;0;Feilding;60 Derby Street;0;Feilding;4702;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Feilding Central;Feilding Ward;-40.220.514;175.570.778;141;94;40;2;5;0;0;0
1493;St Joseph's School (Grey Lynn);4;K;0;-1;0;82;Full Primary;State: Integrated;Auckland- Waitemata;Auckland Region;Auckland South;Mt Albert;Tamaki Makaurau;09 3765456;09 3769527;office@st-joseph.school.nz;Jennifer Bernard;http://www.st-joseph.school.nz;456 Great North Road;Grey Lynn;Auckland;PO Box 78044;Grey Lynn;Auckland;1245;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Arch Hill;Waitemata and Gulf Ward;-36.867.102;174.739.932;75;1;5;63;6;0;0;0
2677;St Joseph's School (Hastings);3;I;0;1;0;142;Full Primary;State: Integrated;Hastings District;Hawkes Bay Region;Napier;Tukituki;Ikaroa-Rawhiti;06 8787262;06 8785767;office@stjos.school.nz;Sandra Connor;http://www.sportsground.co.nz/stjoeshosting;404 Eastbourne Street East;Akina;Hastings;404 Eastbourne Street East;0;Hastings;4122;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Hawkes Bay/Gisborne;Hastings Central;Hastings Ward;-39.646.231;176.846.363;148;50;34;24;37;2;1;0
2235;St Joseph's School (Hawera);6;N;0;0;0;277;Full Primary;State: Integrated;South Taranaki District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 2787482;06 2787492;admin@sjh.school.nz;Catherine Clough;http://www.sjh.school.nz;32 Victoria Street;0;Hawera;32 Victoria Street;0;Hawera;4610;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Hawera South;Hawera-Normanby Ward;-39.589.682;174.280.071;274;218;36;0;13;5;2;0
4017;St Joseph's School (Invercargill);3;G;0;-1;0;110;Full Primary;State: Integrated;Invercargill City;Southland Region;Invercargill;Invercargill;Te Tai Tonga;03 2186574;03 2141175;stjosephinv@xtra.co.nz;Anne Canny;0;70 Eye Street;0;Invercargill;70 Eye Street;Appleby;Invercargill;9812;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Crinan;Area Outside Ward;-46.416.503;168.352.158;121;58;47;8;8;0;0;0
3530;St Joseph's School (Kaikoura);5;M;0;0;0;81;Full Primary;State: Integrated;Kaikoura District;Canterbury Region;Nelson;Kaikoura;Te Tai Tonga;03 3195725;03 3196919;stjoskk@xtra.co.nz;Mary Gray;http://www.stjkaikoura.school.nz;30 Ludstone Road;0;Kaikoura;30 Ludstone Road;0;Kaikoura;7300;Rural Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Nelson/Marlborough/West Coast;Kaikoura Rural;Area Outside Ward;-42.399.981;173.675.501;93;70;18;1;3;1;0;0
3008;St Joseph's School (Levin);2;E;0;0;0;127;Full Primary;State: Integrated;Horowhenua District;Manawatu-Wanganui Region;Wellington;Otaki;Te Tai Hauauru;06 3688017;06 3687674;admin@stjoeslevin.school.nz;Stasia Kennedy;0;48 Weraroa Road;0;Levin;PO Box 655;0;Levin;5540;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Wellington;Levin West;Levin Ward;-40.624.201;175.278.813;122;19;30;53;19;1;0;0
3221;St Joseph's School (Nelson);9;Q;0;0;0;330;Full Primary;State: Integrated;Nelson City;Nelson Region;Nelson;Nelson;Te Tai Tonga;03 5484050;03 5484013;office@stjosephsnelson.school.nz;Michael Burton;http://www.stjosephsnelson.school.nz;1/18 Manuka Street;0;Nelson;1/18 Manuka Street;0;Nelson;7010;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Nelson/Marlborough/West Coast;Bronte;Area Outside Ward;-41.278.585;173.287.786;343;254;31;14;41;2;1;0
2236;St Joseph's School (New Plymouth);8;P;1;1;0;245;Contributing;State: Integrated;New Plymouth District;Taranaki Region;Whanganui;New Plymouth;Te Tai Hauauru;06 7580364;06 7580364;admin@stjosephsnp.school.nz;Michael Dowd;http://www.stjosephsnp.school.nz;41A Calvert Road;0;New Plymouth;41 Calvert Road;Lynmouth;New Plymouth;4310;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Lynmouth;New Plymouth City Ward;-39.063.408;174.050.768;264;170;50;9;31;2;2;0
3825;St Joseph's School (Oamaru);6;N;0;0;0;220;Full Primary;State: Integrated;Waitaki District;Otago Region;Dunedin;Waitaki;Te Tai Tonga;03 4348856;03 4341010;principal@stjoseph.school.nz;Jennifer Jackson;http://www.stjoseph.school.nz;36 Usk Street;0;Oamaru;36 Usk Street;0;Oamaru;9400;Secondary Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Otago/Southland;Oamaru Central;Oamaru Ward;-45.092.549;170.970.448;233;165;8;23;33;3;1;0
1494;St Joseph's School (Onehunga);3;G;0;0;0;243;Full Primary;State: Integrated;Auckland- Maungakiekie-Tamaki;Auckland Region;Auckland South;Maungakiekie;Tamaki Makaurau;09 6368102;09 6369102;admin@sjs.school.nz;Andrew Thompson;http://www.sjs.school.nz;125 Church Street;Onehunga;Auckland;125 Church Street;Onehunga;Auckland;1061;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Onehunga South East;Maungakiekie-Tamaki Ward;-36.922.912;174.788.102;262;12;21;198;22;9;0;0
2237;St Joseph's School (Opunake);6;N;0;0;0;120;Full Primary;State: Integrated;South Taranaki District;Taranaki Region;Whanganui;New Plymouth;Te Tai Hauauru;06 7618388;06 7618388;office@stjosephsopunake.schoolzone.net.nz;Margaret Duynhoven;http://www.stjosephsopunake.schoolzone.net.nz;Allison Street;0;Opunake;PO Box 23;0;Opunake;4645;Minor Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Opunake;Egmont Plains Ward;-39.449.516;173.859.688;108;66;26;1;15;0;0;0
1495;St Joseph's School (Orakei);6;N;1;1;0;122;Contributing;State: Integrated;Auckland- Orakei;Auckland Region;Auckland South;Tamaki;Tamaki Makaurau;09 5210866;09 5213710;principal@sjorakei.school.nz;Ann McKeown;http://www.sjorakei.school.nz;16 Brenton Place;Orakei;Auckland;16 Brenton Place;Orakei;Auckland;1071;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Auckland;Orakei North;Orakei Ward;-3.686.268;174.820.998;120;70;24;19;5;2;0;0
1496;St Joseph's School (Otahuhu);1;C;-1;-1;0;302;Full Primary;State: Integrated;Auckland- Mangere-Otahuhu;Auckland Region;Auckland South;Manukau East;Tamaki Makaurau;09 2764563;09 2700796;lizh@stjosephsotahuhu.school.nz;Elizabeth Horgan;http://www.stjosephsotahuhu.school.nz;29 High Street;Otahuhu;Auckland;29 High Street;Otahuhu;Auckland;1062;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Auckland;Fairburn;Manukau Ward;-36.945.142;174.847.641;308;5;10;274;16;3;0;0
3531;St Joseph's School (Papanui);9;Q;0;0;0;431;Full Primary;State: Integrated;Christchurch City;Canterbury Region;Christchurch;Christchurch Central;Te Tai Tonga;03 3528779;03 3524052;office@stjopapa.school.nz;Mark Gregory;http://www.stjopapa.school.nz;4 Vagues Road;Papanui;Christchurch;4 Vagues Road;Northcote;Christchurch;8052;Main Urban Area;Full Primary;Not Applicable;State: Integrated;Co-Educational;Canterbury;Northcote;Shirley-Papanui Ward;-43.488.673;172.614.444;431;344;20;10;41;8;4;4
2452;St Joseph's School (Patea);2;F;1;4;0;11;Contributing;State: Integrated;South Taranaki District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 2738644;06 2738610;admin@stjoespatea.school.nz;Wynita Roberts;0;15 Suffolk Street;0;Patea;15 Suffolk Street;0;Patea;4520;Minor Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Patea;Patea Ward;-39.759.256;174.478.232;15;3;11;0;1;0;0;0
3009;St Joseph's School (Picton);3;H;-2;-5;0;19;Contributing;State: Integrated;Marlborough District;Marlborough Region;Nelson;Kaikoura;Te Tai Tonga;03 5736895;0;stjopicton@xtra.co.nz;Jennifer Williams (acting);http://www.stjosephsschool.co.nz;Otago Street;0;Picton;4 Otago Street;0;Picton;7220;Minor Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Nelson/Marlborough/West Coast;Picton;Marlborough Sounds Ward;-41.294.306;174.006.487;17;12;5;0;0;0;0;0
